context,seed,training_pair,w_A_from_A,w_A_from_B,w_B_from_A,w_B_from_B
BA_context,4,400,0.12434080201505576,0.20588029784630632,0.0,0.12440597797678626
BA_context,5,0,0.0,0.0,0.0,0.0
BA_context,5,25,0.12265295709674358,0.12629499930200963,0.026280174099286256,0.12302731668241237
BA_context,5,50,0.12432621740260202,0.1909328732054504,0.013317369075530291,0.12438675483861092
BA_context,5,75,0.12433615311004764,0.2098447760387926,0.0,0.12440760741448897
BA_context,5,100,0.12434431047125834,0.20456022243027447,0.0,0.12440410482346029
BA_context,5,125,0.12435384079064833,0.1944543051769484,0.003961488246288801,0.12439954657538048
BA_context,5,150,0.12433622332934156,0.21263760995361775,0.0,0.12440754926498446
BA_context,5,175,0.12434378008826741,0.20924298500889119,0.0,0.12440357583184451
BA_context,5,200,0.12435103970828373,0.20321851670065785,0.013317748525787362,0.12439937097987618
BA_context,5,225,0.12434638341809041,0.20425709394390276,0.0,0.1244029003471079
BA_context,5,250,0.1243565746612003,0.19329364048429948,0.016397985696609104,0.12439830206501504
BA_context,5,275,0.12436735864307491,0.18082644778687862,0.025912843104784714,0.12439124188173344
BA_context,5,300,0.12433534474188197,0.2121425345579517,0.0,0.12440805667188527
BA_context,5,325,0.1243589496852326,0.1959486868049219,0.02129083909929203,0.12439573021981443
BA_context,5,350,0.12433566842708163,0.21243285443689477,0.0,0.12440790876984205
BA_context,5,375,0.12434404196285712,0.20753169769690794,0.0,0.12440378192727385
BA_context,5,400,0.1243509234338156,0.20297596919637495,0.004736070992841188,0.12440001773587674
BA_context,6,0,0.0,0.0,0.0,0.0
BA_context,6,25,0.12255840325193383,0.14484672150143382,0.013283577196183916,0.12308288208341393
BA_context,6,50,0.12431314233384543,0.2017755192097678,0.0,0.12439348818826357
BA_context,6,75,0.12433358457057404,0.2159748385249895,0.0,0.12440808095681002
BA_context,6,100,0.12434738838500013,0.20011481911653825,0.0,0.12440351288434075
BA_context,6,125,0.1243457369244995,0.20255678784708553,0.0,0.12440345353622029
BA_context,6,150,0.12435144571112036,0.20313303232618285,0.007839074703608156,0.12439935453943338
BA_context,6,175,0.12436290778277398,0.1912255089063198,0.025912785967673053,0.12439282233795851
BA_context,6,200,0.12435059582996703,0.2004364443936863,0.013317776440129138,0.12439998557415248
BA_context,6,225,0.12433856064462338,0.20785413042902104,0.0,0.12440698760055877
BA_context,6,250,0.12434357281721525,0.20585394420378755,0.0,0.12440424578098085
BA_context,6,275,0.12434309092790569,0.20920101462474922,0.0,0.12440394605248567
BA_context,6,300,0.12436137611363825,0.19431799248100615,0.02591275727302767,0.12439342718918403
BA_context,6,325,0.12435567604696487,0.19535899518895222,0.010041807051455565,0.12439771309731354
BA_context,6,350,0.12434257220372359,0.20620128803464008,0.0,0.12440475930655846
BA_context,6,375,0.12433788393484144,0.21049114928614635,0.0,0.1244069742183471
BA_context,6,400,0.12434895643910415,0.20574387821485784,0.013317732771353279,0.12440029500685737
BA_context,7,0,0.0,0.0,0.0,0.0
BA_context,7,25,0.12250620392784507,0.15096653280867126,0.0,0.12310695293835172
BA_context,7,50,0.12432320006548452,0.19338236123941313,0.00492331622992235,0.1243886362979569
BA_context,7,75,0.1243544902207306,0.19259097665362174,0.004466608565398214,0.12439859638903124
BA_context,7,100,0.1243505643322314,0.1997980682819668,0.0024144080343979192,0.12440053780911889
BA_context,7,125,0.1243585785071503,0.19500707736941772,0.015628459557670688,0.12439555293990119
BA_context,7,150,0.12434586978982143,0.20580917508283583,0.0,0.12440278138258859
BA_context,7,175,0.12435254628367406,0.1994347953489332,0.00954512070812208,0.12439943586042265
