context,seed,training_pair,w_A_from_A,w_A_from_B,w_B_from_A,w_B_from_B
BA_context,7,200,0.12433657860363978,0.21081289057319832,0.0,0.12440762762023877
BA_context,7,225,0.12435793695936008,0.19909836389352084,0.020749314285452892,0.1243953279502198
BA_context,7,250,0.12436921039353392,0.18325620811541113,0.029029471148336573,0.124389703692127
BA_context,7,275,0.12437247902629366,0.18260550415345592,0.037809934768909884,0.12438691810625419
BA_context,7,300,0.12435310649439682,0.19922410443228009,0.013317768379104068,0.1243985678231056
BA_context,7,325,0.12434560362825652,0.20693422418018648,0.002505293327726295,0.12440267365774128
BA_context,7,350,0.1243424240480635,0.2093237504874408,0.0,0.12440440923190375
BA_context,7,375,0.12436616660637348,0.19222649282733711,0.03344640738693816,0.12439095931007212
BA_context,7,400,0.12433647194994427,0.21235440549164358,0.0,0.12440749222736748
BA_context,8,0,0.0,0.0,0.0,0.0
BA_context,8,25,0.12255718386137149,0.15034078038604168,0.0,0.12308910797256536
BA_context,8,50,0.12430859186431989,0.20635293620927997,0.0,0.12439536745957123
BA_context,8,75,0.12434151615379131,0.20694882358750552,0.0,0.12440515009808231
BA_context,8,100,0.12434940721678418,0.20575410609440326,0.007854534414445533,0.12440030956577292
BA_context,8,125,0.12434284088932633,0.2062131444870255,0.0,0.12440464069355886
BA_context,8,150,0.12433668883556476,0.2104405655684462,0.0,0.12440768446177715
BA_context,8,175,0.12435685404229961,0.19844959579268628,0.013317749550658143,0.12439663132464807
BA_context,8,200,0.12434428799517896,0.19898192203270648,0.0,0.12440524438740835
BA_context,8,225,0.12433798811352353,0.2109109404113018,0.0,0.12440679534455128
BA_context,8,250,0.12434090725983828,0.21199032994895772,0.0,0.12440486137926925
BA_context,8,275,0.12436537553378471,0.18865768304580952,0.02796326758449296,0.12439228191554569
BA_context,8,300,0.12435175970405886,0.19782995427409208,0.013317795397602587,0.12439967122295731
BA_context,8,325,0.12435490337262893,0.19421630224059147,0.011411403913018361,0.12439913625719706
BA_context,8,350,0.12433604832764011,0.2107824956575222,0.0,0.12440792307644871
BA_context,8,375,0.12434374096967393,0.20518440136809954,0.0,0.12440465407424953
BA_context,8,400,0.12434722337656934,0.20069316620179542,0.0,0.12440288024731055
BA_context,9,0,0.0,0.0,0.0,0.0
BA_context,9,25,0.122457251480751,0.1634014382736061,0.0,0.12313127205323736
BA_context,9,50,0.12432357472161935,0.1940608886249108,0.007785825243333517,0.12438768967091718
BA_context,9,75,0.12433950447538716,0.20800178958598933,0.0,0.12440593159354367
BA_context,9,100,0.1243527384051211,0.1999505837742157,0.010604683385331689,0.12439965426615297
BA_context,9,125,0.12433495761932317,0.21435586608112608,0.0,0.12440799403507664
BA_context,9,150,0.1243411109345316,0.21004392803719277,0.0,0.12440511162541845
BA_context,9,175,0.12434163904390214,0.20944450744424623,0.0,0.12440505701606987
BA_context,9,200,0.1243465828303661,0.20706108056249756,0.007862338004620757,0.1244018354143646
BA_context,9,225,0.12433952058134687,0.20525904002450585,0.0,0.12440710940340709
BA_context,9,250,0.12433912491829882,0.20764128166537932,0.0,0.12440680569684427
BA_context,9,275,0.12434723345300781,0.2044717641347796,0.0024739963086163434,0.1244020479354574
BA_context,9,300,0.12433854034996109,0.20993643746292062,0.0,0.1244066707260926
BA_context,9,325,0.1243622091027936,0.19290446550663437,0.02177293480196152,0.12439380015173493
BA_context,9,350,0.12433826040917392,0.20730751831430363,0.0,0.12440727851480783
BA_context,9,375,0.12434012844395646,0.20703476768237092,0.0,0.1244062726316512
BA_context,9,400,0.12435314688528581,0.19427967642857635,0.002343880776191188,0.12439979058163234
BA_context,10,0,0.0,0.0,0.0,0.0
BA_context,10,25,0.12251064881206683,0.1541070494247013,0.0018071009755388113,0.12310584309765615
BA_context,10,50,0.12431836479002156,0.19775854306262747,0.0,0.12439076917835791
BA_context,10,75,0.12434039068662203,0.20551640349350228,0.0,0.12440583342131048
BA_context,10,100,0.1243447455702905,0.2058240084514189,0.0,0.12440352629361309
BA_context,10,125,0.12434155441050661,0.2048913544806352,0.0,0.12440563091410232
BA_context,10,150,0.12434050874550383,0.21049227214539354,0.0,0.12440534273314166
BA_context,10,175,0.12433683513009203,0.21267377933667675,0.0,0.1244073170722263
BA_context,10,200,0.12434645001950617,0.20333723771788403,0.0,0.12440292682776175
BA_context,10,225,0.1243499850438596,0.20287895651200663,0.013317755885903265,0.1244000239463232
BA_context,10,250,0.12436009334818017,0.1889423849006359,0.014425346490951625,0.12439583171244839
BA_context,10,275,0.12433458587424327,0.21449807187555583,0.0,0.12440813397155347
BA_context,10,300,0.12433677371249684,0.21344710798979177,0.0,0.12440717425028958
BA_context,10,325,0.12435583872904298,0.197569809981395,0.020199065650426812,0.12439797750886555
BA_context,10,350,0.12435749045720215,0.1932119225624352,0.0077808480862805555,0.12439688083148492
BA_context,10,375,0.12434153190317652,0.20492634402637214,0.0,0.12440556568690346
BA_context,10,400,0.12434465731304908,0.20336168608393115,0.0,0.12440393765543162
BA_context,11,0,0.0,0.0,0.0,0.0
BA_context,11,25,0.12245518203973682,0.1619618244398414,0.0,0.12313175857863945
BA_context,11,50,0.12431703627877205,0.19630663754862498,0.0,0.1243919608655249
BA_context,11,75,0.12434387369039113,0.20775260396440176,0.0025157140744501653,0.12440311588466645
BA_context,11,100,0.12436513515513993,0.19422260086675028,0.02816514562095269,0.12439091170001308
BA_context,11,125,0.1243548957401903,0.1932833561633578,0.00778147671753482,0.12439864548780294
BA_context,11,150,0.12436214685843838,0.1886279518356521,0.015551262266420672,0.12439408025122393
BA_context,11,175,0.1243503331912843,0.20068578052384498,0.01331777136456457,0.12440004101316807
BA_context,11,200,0.12433799801190223,0.21124371103313958,0.0,0.12440676478238287
BA_context,11,225,0.12435287282484607,0.2025802592236092,0.014561040120379492,0.12439880927718897
BA_context,11,250,0.12435289806146185,0.2022725162114405,0.013317734664428009,0.12439833600316796
BA_context,11,275,0.12433587284764822,0.21285992463083137,0.0,0.12440772706788968
BA_context,11,300,0.12435218299605703,0.20164580152112743,0.013317771042798379,0.12439914643711786
BA_context,11,325,0.12434414696159009,0.20283935350210144,0.0,0.1244043663392406
BA_context,11,350,0.12434807655166584,0.2012823056837154,0.0,0.12440232838470767
BA_context,11,375,0.12435033011278422,0.20032281062819132,0.003562462676668379,0.12440108865333589
BA_context,11,400,0.1243390918144782,0.2072764483839763,0.0,0.12440678791920884
