preset,plasticity,n_fig,seed,w_ff,w_gg,w_fg,w_ff_over_gg,assembly_drive,E_fig_figure,E_fig_cloud,E_gnd_figure,E_gnd_cloud,tm_fig_figure,tm_fig_cloud,tm_gnd_figure,tm_gnd_cloud,rec_fig_figure,rec_fig_cloud,rec_gnd_figure,rec_gnd_cloud,inh_fig_figure,inh_fig_cloud,inh_gnd_figure,inh_gnd_cloud,net_fig_figure,net_fig_cloud,net_gnd_figure,net_gnd_cloud
selective,frozen,4,1,0.0,0.0,0.0,nan,0.0,2.5485871189781784,2.506735255267043,2.5572330862073844,2.6380645571765733,7.545519352056747,7.28953532890726,7.255802423031012,7.488294519813401,0.0,0.0,0.0,0.0,3.8109155597172295,3.816301672888065,3.70679728518126,3.830767208189126,3.734603792339516,3.4732336560191968,3.5490051378497514,3.6575273116242726
selective,frozen,4,2,0.0,0.0,0.0,nan,0.0,2.559588740867986,2.60306436970089,2.5334137325050685,2.647555336322383,7.525769937955886,7.441301196014466,7.220261034246343,7.519599195077686,0.0,0.0,0.0,0.0,3.835636379886657,3.823001007539091,3.7114938392776367,3.8379214302893323,3.690133558069229,3.618300188475376,3.508767194968706,3.681677764788353
selective,frozen,4,3,0.0,0.0,0.0,nan,0.0,2.3733020282000257,2.6264149159339385,2.5536926216833757,2.6363665874399858,6.951828479558941,7.512793922064991,7.247285707624281,7.50926738505013,0.0,0.0,0.0,0.0,3.7667947161615163,3.8338908290052833,3.6866878607995965,3.837944837193542,3.1850337633974255,3.678903093059707,3.5605978468246837,3.671322547856586
selective,frozen,4,4,0.0,0.0,0.0,nan,0.0,2.2197880698219334,2.7441514542808876,2.564748997943883,2.6359960994869285,6.897916599327614,7.688293552474724,7.270877523936091,7.513951613749694,0.0,0.0,0.0,0.0,3.7790773077679622,3.8511443641941563,3.684149780162212,3.838548937904963,3.1188392915596523,3.8371491882805664,3.5867277437738814,3.6754026758447296
selective,frozen,4,5,0.0,0.0,0.0,nan,0.0,2.5136931772469455,2.638979403695332,2.543200064007771,2.6425865726571223,7.390992068834976,7.534454960033446,7.2380973733600715,7.525275263472314,0.0,0.0,0.0,0.0,3.810036558917299,3.83526852949879,3.6904414306926667,3.8356978609625316,3.580955509917676,3.6991864305346573,3.5476559426674035,3.6895774025097827
selective,frozen,4,6,0.0,0.0,0.0,nan,0.0,2.6071151243271005,2.622481804525118,2.5568493444285822,2.650902641074258,7.604933035809306,7.505065809789447,7.264387361915344,7.538400673962559,0.0,0.0,0.0,0.0,3.828479897705348,3.8493152328817226,3.703119896672214,3.847830776119289,3.776453138103957,3.6557505769077245,3.561267465243131,3.6905698978432704
selective,frozen,4,7,0.0,0.0,0.0,nan,0.0,2.2205891565930957,2.7132606109594004,2.5862198198908186,2.6530845908752423,6.930738759790355,7.613081848833133,7.2856706638875055,7.550963792267903,0.0,0.0,0.0,0.0,3.733190848747939,3.862294672796461,3.6935774223148585,3.8543173740693346,3.1975479110424154,3.7507871760366718,3.592093241572647,3.6966464181985677
selective,frozen,6,0,0.0,0.0,0.0,nan,0.0,2.449075519176451,2.6698469312686415,2.577339896659719,2.6464700044946103,7.405251162734553,7.5666104352993555,7.269183522681781,7.5335411365745175,0.0,0.0,0.0,0.0,3.8469900399392714,3.850174613047512,3.7007787340789333,3.858485451604224,3.5582611227952805,3.7164358222518445,3.568404788602847,3.675055684970295
selective,frozen,6,1,0.0,0.0,0.0,nan,0.0,2.5185719045589514,2.52564438389362,2.5688871652006013,2.638380164764495,7.552851689506771,7.288507756404863,7.263859109069815,7.490166665583709,0.0,0.0,0.0,0.0,3.9010523748118544,3.7970561710629944,3.690949792216891,3.830932033804964,3.6517993146949177,3.4914515853418693,3.572909316852923,3.659234631778746
selective,frozen,6,2,0.0,0.0,0.0,nan,0.0,2.5129809404431143,2.6058268175749832,2.537834536000951,2.6473450091427844,7.507185314811039,7.447348101268426,7.215961994790928,7.518707342682423,0.0,0.0,0.0,0.0,3.9240318058763335,3.8233618512648553,3.7004352892124937,3.837306845188703,3.583153508934706,3.6239862500035698,3.515526705578435,3.6814004974937204
