preset,n_fig,assembly_drive,assembly_drive_sem,fig_figure_mod_pct,fig_figure_mod_pct_sem,fig_cloud_mod_pct,fig_cloud_mod_pct_sem,fig_figure_minus_cloud_pct,fig_figure_minus_cloud_pct_sem,fig_dtm,fig_dtm_sem,fig_drec,fig_drec_sem,fig_dinh,fig_dinh_sem,fig_dnet,fig_dnet_sem,gnd_figure_mod_pct,gnd_figure_mod_pct_sem,gnd_cloud_mod_pct,gnd_cloud_mod_pct_sem,gnd_figure_minus_cloud_pct,gnd_figure_minus_cloud_pct_sem,gnd_dtm,gnd_dtm_sem,gnd_drec,gnd_drec_sem,gnd_dinh,gnd_dinh_sem,gnd_dnet,gnd_dnet_sem
selective,4,0.03545184150509904,0.0005075071620064688,3.8981168992281434,0.06161531125206951,2.6370484574427415,0.045309853577432585,1.2610684417854021,0.059752576011196656,0.0,0.0,0.26398545848112853,0.004107986671236906,0.11700843542818412,0.0007312134283684541,0.1469770230529447,0.003604169041944906,2.4147293173473683,0.008539472958477826,2.481819995037165,0.003935120778709543,-0.06709067768979676,0.006097412622931597,0.0,0.0,0.20538586193649838,0.0004397136513243604,0.11046325525886147,0.00023779060532968003,0.09492260667763697,0.0005062297975762004
selective,6,0.05809617544779714,0.0006670479552706845,4.897729804306986,0.07030497772927453,2.79043792240601,0.04226923591802799,2.1072918819009763,0.06456612955060383,0.0,0.0,0.30823064353404095,0.005017653413310724,0.12690164672801363,0.001003593560467378,0.1813289968060272,0.004279685605645225,2.2851969948063986,0.012468532112277211,2.4415908037716076,0.0054515119125113694,-0.15639380896520888,0.007884910167201263,0.0,0.0,0.20377150238632863,0.00045555349697509566,0.11329419568935051,0.0004509487736186835,0.09047730669697823,0.0006670257083909255
selective,8,0.07977310745991108,0.0008206354616599798,5.833912336638701,0.08868180508724213,2.938327010219595,0.04575815988208024,2.895585326419105,0.07873737137958114,0.0,0.0,0.3495580941184827,0.006199635196598626,0.13942184350981707,0.0013672211850353632,0.2101362506086661,0.005193990569297289,2.106177272123327,0.019500249959402128,2.3789048435470534,0.008244604914997001,-0.27272757142372595,0.012359261723167373,0.0,0.0,0.20156209623522098,0.0005560917380016298,0.11719241722073842,0.0007111822957131205,0.08436967901448239,0.0009540515470995985
selective,10,0.10104680709309055,0.0009925587610663754,6.663537245020662,0.10751604459368529,3.036910510803792,0.05047746821431727,3.62662673421687,0.09134817153290113,0.0,0.0,0.3894879068737201,0.0074132479654382515,0.153973871378756,0.002004468681858433,0.2355140354949637,0.0059663532849701184,1.8893416637543754,0.02917073696642091,2.3056963786523728,0.012348290893138963,-0.4163547148979976,0.018909404736318376,0.0,0.0,0.19900768996375082,0.0006251996133053721,0.12229453570500975,0.0009984214311692377,0.07671315425874131,0.0012377920904165392
uniform,4,0.035852902985547844,0.0005268225444063332,3.965846689545095,0.062033528012823164,2.6805859258324474,0.04754467790473976,1.2852607637126479,0.05939471044494852,0.0,0.0,0.26846763506841925,0.004254931886931721,0.11860227857064315,0.000689012322243382,0.1498653564977756,0.003796929356473355,2.4525311458345946,0.008770745724246558,2.521840258309995,0.004177996353258169,-0.06930911247540017,0.006036058281104683,0.0,0.0,0.2094738585107995,0.00044910951015046874,0.11259207571334501,0.0002448928118163885,0.09688178279745419,0.0005298866811307285
uniform,6,0.058717212812000534,0.0006893138584741654,4.987217751096719,0.07061797822909838,2.839715313268779,0.04437449874693508,2.1475024378279404,0.06400386126248304,0.0,0.0,0.3131425550024868,0.00516839826270399,0.12809922152953257,0.0009498434391297829,0.18504333347295437,0.00445764917966062,2.3183532412483405,0.012988319350278615,2.4801317228066253,0.005816187731048772,-0.16177848155828528,0.007960328528895553,0.0,0.0,0.20784427623487983,0.0004656531331962726,0.11557645188913257,0.0004673460899366124,0.09226782434574743,0.00069811194465192
uniform,8,0.08057877724496953,0.0008398036095664352,5.941547475833395,0.08880752129605209,2.9924046030628055,0.04771948746871554,2.9491428727705893,0.07826527891591632,0.0,0.0,0.35479926606641443,0.006333933919604977,0.14036021238059065,0.0013145136733467683,0.21443905368582372,0.005344478492926091,2.1334549462589782,0.020350431157262986,2.4151658893116057,0.008737769231283837,-0.28171094305262706,0.01275709984716266,0.0,0.0,0.20561320174680364,0.0005697634773247371,0.11967092397797041,0.00073235459263617,0.08594227776883268,0.0009977573145135772
uniform,10,0.10202870449855349,0.0010082250040993907,6.786395701353941,0.10811063232624542,3.0947316606062865,0.052509556581883894,3.691664040747655,0.0911246612644087,0.0,0.0,0.39505572433952596,0.007554075458681288,0.15473969363273876,0.00195768704365381,0.2403160307067868,0.006107125662751003,1.909691802236912,0.030367591509991815,2.3390390997874393,0.013018846290354581,-0.4293472975505275,0.01949579152699113,0.0,0.0,0.20303110336833685,0.0006420315988570907,0.12502183197253852,0.001028752885468241,0.07800927139579894,0.0012959478293234701
