deviant_position,roving_block,repetition,mean_single_block_gfp_0_180_ms
1,62,14,0.918453515950291
1,62,15,1.5867365171804788
1,63,1,1.1002633045581112
1,63,2,2.0954652370383635
1,63,3,1.4924253539283396
1,63,4,1.5351964436696417
1,63,5,1.342695758394151
1,63,6,1.8000927414433556
1,63,7,1.525315065299848
1,63,8,1.476037661546045
1,63,9,1.9590032707673282
1,63,10,1.0041057544800196
1,63,11,1.3619178684855848
1,63,12,1.6400161111653804
1,63,13,1.2569208203198121
1,63,14,0.8469714335862366
1,63,15,1.8191537363135921
1,64,1,2.322255128645203
1,64,2,1.536055124033099
1,64,3,1.2758867586247626
1,64,4,1.7141208466244964
1,64,5,1.549600719247011
1,64,6,1.2901437507595237
1,64,7,1.2330908716680256
1,64,8,1.6885892214551825
1,64,9,1.4729385899399343
1,64,10,1.2178332111533476
1,64,11,1.1179901281085487
1,64,12,1.0503361519333998
1,64,13,1.3675239817926212
1,64,14,1.1945252832295405
1,64,15,1.550483000836352
1,65,1,1.4159400828924402
1,65,2,1.5208187041390662
1,65,3,1.2413834196199638
1,65,4,1.844364004770584
1,65,5,1.2067055358795864
1,65,6,1.2872536443585554
1,65,7,1.3978673810357392
1,65,8,1.2251953384583418
1,65,9,1.5730959701014453
1,65,10,1.3983999988021993
1,65,11,1.3661316507339671
1,65,12,1.7931801437633856
1,65,13,1.6006656881806367
1,65,14,1.5417484276902456
1,65,15,1.402031376247164
1,66,1,1.5801963583268006
1,66,2,1.2783075308657421
1,66,3,1.325047094448321
1,66,4,1.4557705311759983
1,66,5,1.5922518074987386
1,66,6,1.753986791778267
1,66,7,1.7888647756728457
1,66,8,1.0472942402332477
1,66,9,1.093570640877373
1,66,10,1.0402331423606912
1,66,11,1.1333475377291498
1,66,12,1.6282791501562661
1,66,13,1.0959341750760425
1,66,14,1.4672173390455805
1,66,15,1.3885950441307373
1,67,1,1.5547269294360442
1,67,2,1.8269544872857049
1,67,3,1.105814978074721
1,67,4,1.2496399418861392
1,67,5,1.083446394950593
1,67,6,1.4910099340074712
1,67,7,1.5365678345568057
1,67,8,1.1762626404551582
1,67,9,1.4293553857057488
1,67,10,1.216132395127343
1,67,11,1.761312031656651
1,67,12,1.252670737293587
1,67,13,0.8792034889816581
1,67,14,1.5251364753082242
1,67,15,1.5733719779244189
1,68,1,1.575270299869868
1,68,2,2.046770544493844
1,68,3,1.1357874802563732
1,68,4,1.2635412178170102
1,68,5,1.5921480511383845
1,68,6,1.635104235607862
1,68,7,1.6090370140331636
1,68,8,1.2603212450830792
1,68,9,1.0767164753645238
1,68,10,1.249799816171762
1,68,11,1.275149010662398
1,68,12,1.399775758017099
1,68,13,1.1663136131363587
1,68,14,1.538834181817876
1,68,15,1.1658303021941068
1,69,1,1.159567774497556
1,69,2,1.2360742314182172
1,69,3,1.2812230424884645
1,69,4,1.0356354637248184
1,69,5,1.2359635185745588
1,69,6,1.6417064638621917
1,69,7,1.5450558240132128
1,69,8,1.4312129374899705
1,69,9,0.8772647677101996
1,69,10,1.201267007573899
1,69,11,1.0367601885456754
1,69,12,1.2057421380235975
1,69,13,1.6822873284889353
1,69,14,1.595833799388
1,69,15,1.1911711328021968
1,70,1,1.0020757684053345
1,70,2,1.5698129664306082
1,70,3,1.9132348033550923
1,70,4,1.5501983880229868
1,70,5,1.2286780665755828
1,70,6,1.3064402915916273
1,70,7,1.5774407195551925
1,70,8,1.6124464937512015
1,70,9,0.8492196684807687
1,70,10,1.0954027846736905
1,70,11,1.3901010623817753
1,70,12,1.5294893996354144
1,70,13,1.7458245653895226
1,70,14,1.2249829367064697
1,70,15,1.6720899255757569
1,71,1,1.1223473036249976
1,71,2,1.5163466800077734
1,71,3,1.5893404833365175
1,71,4,1.6173064820709384
1,71,5,1.4093768710299022
1,71,6,1.1929277690496756
1,71,7,1.3027896250664877
1,71,8,1.7058742722978784
1,71,9,1.3387427554868183
1,71,10,1.1528317742091752
1,71,11,1.3709874465001726
1,71,12,1.6489156129897313
1,71,13,1.3007365517713674
1,71,14,1.7632581950967787
1,71,15,1.958028445156236
1,72,1,1.4646316935655677
1,72,2,1.3187836001832551
1,72,3,1.3031268689675601
1,72,4,2.102495554817741
1,72,5,1.754161693179047
1,72,6,1.6753375959803152
1,72,7,1.0680189779470515
1,72,8,0.962535339797111
1,72,9,1.879578365389207
1,72,10,1.0287192424639673
1,72,11,1.5849561302551558
1,72,12,1.2274251072298372
1,72,13,1.4526028211456974
1,72,14,1.11201317053015
1,72,15,1.4811434062033457
1,73,1,0.9047239321574283
1,73,2,1.5401161553065994
1,73,3,1.1700829594566469
1,73,4,1.457215133643218
1,73,5,1.2136708146927253
1,73,6,1.2697459591484788
1,73,7,1.8475683301213106
1,73,8,2.2161920191025697
1,73,9,1.8200505875248858
1,73,10,1.2878245776392672
1,73,11,1.1928260832946989
1,73,12,1.6503080449315168
1,73,13,1.3158217801441363
1,73,14,1.622678739874331
1,73,15,1.7823800133042753
1,74,1,1.41037481850011
1,74,2,0.932668623835976
1,74,3,1.5135281156174787
1,74,4,1.5268859651184237
1,74,5,1.4471814968343217
1,74,6,1.767208387028675
1,74,7,1.4415411059773706
1,74,8,1.4274524219114701
1,74,9,1.9184266602005462
1,74,10,1.0957457845211593
1,74,11,1.58936038690171
1,74,12,1.0773402587077552
1,74,13,0.9089467649188623
1,74,14,1.0395690299150195
1,74,15,0.794604725098617
1,75,1,1.9113066778750472
1,75,2,1.000200556026914
1,75,3,1.871250267052527
1,75,4,1.341443963277636
1,75,5,1.1461436587573428
1,75,6,1.1803176816877445
1,75,7,1.182295422331681
1,75,8,1.517636323831543
1,75,9,1.299636821707826
1,75,10,1.616224460356617
1,75,11,1.4197733065610467
1,75,12,1.33759786634149
1,75,13,1.1075939671095256
1,75,14,1.461091775764956
1,75,15,1.3713506101705555
1,76,1,1.1933005695514316
1,76,2,1.7639797154140073
1,76,3,1.4018062347187523
1,76,4,1.5519218913654154
1,76,5,1.778518009417403
1,76,6,1.4316511816825144
1,76,7,0.9460122691549161
1,76,8,1.0888128020474122
1,76,9,1.7266174918772041
1,76,10,1.9392509995999423
1,76,11,1.5014708097058724
1,76,12,1.2670561772419118
1,76,13,1.3892049194370701
1,76,14,1.6229663305662017
1,76,15,2.14698562976606
1,77,1,1.3477062222839953
1,77,2,1.6419689426474409
1,77,3,1.3407149438732038
1,77,4,1.3730418386506753
1,77,5,1.4656901333875327
1,77,6,1.7429116175865267
1,77,7,1.233379722815852
1,77,8,1.1998633878882758
1,77,9,1.3952964956577654
1,77,10,1.4364999365904036
1,77,11,1.8464352294946984
1,77,12,1.4977313735575692
1,77,13,1.520715454923455
1,77,14,1.3359405777604503
1,77,15,1.1947577211328235
1,78,1,1.6921050796557289
1,78,2,1.8472928142262643
1,78,3,1.1917508980384848
1,78,4,1.6387728389554566
1,78,5,1.9717132051205901
1,78,6,1.1934609895168673
1,78,7,1.3640862054419678
1,78,8,0.9132639324019711
1,78,9,1.0007894139429225
1,78,10,1.2655403025865972
1,78,11,1.4909628928634195
1,78,12,1.4744504679321153
1,78,13,1.207165627200477
1,78,14,1.2185470880313236
1,78,15,1.3794035069585695
1,79,1,1.406066347103366
1,79,2,1.4356377236594515
1,79,3,0.9249525179856897
1,79,4,1.4832639806439434
1,79,5,1.0047804109509761
1,79,6,1.135791986810169
1,79,7,1.298306290578847
1,79,8,0.963806966889298
1,79,9,1.4906462481937304
1,79,10,1.3893839395861027
1,79,11,1.4067257405100386
1,79,12,1.1912130952492441
1,79,13,1.7612503779538917
1,79,14,1.3940687385630246
1,79,15,1.3082836523794055
1,80,1,1.477902297639225
1,80,2,1.2682275123449473
1,80,3,1.4282449994571178
1,80,4,1.8924978947357955
1,80,5,1.1815476349177594
1,80,6,0.9769299344241192
1,80,7,1.2914084670544665
1,80,8,1.7327843522034303
1,80,9,1.606346002535997
1,80,10,0.9317001791526947
1,80,11,0.9388979973510352
1,80,12,1.1467819659970493
1,80,13,1.7857721903862385
1,80,14,1.1701340503908382
1,80,15,1.1214929995737657
1,81,1,1.411684930367277
1,81,2,1.0971303949587563
1,81,3,1.1894683779317365
1,81,4,1.3603341018856305
1,81,5,1.3560486406073626
1,81,6,3.6636582657559567
1,81,7,1.065963050659299
1,81,8,1.06903629632026
1,81,9,0.9245660700887923
1,81,10,1.443700743263108
1,81,11,1.1426316646390489
1,81,12,1.6193637317895002
1,81,13,1.2573642846508726
1,81,14,1.4344736452598221
1,81,15,1.4082887569513811
1,82,1,1.311947525047057
1,82,2,1.3684033356823415
1,82,3,1.3416404010822194
1,82,4,0.8416715987226913
1,82,5,1.1645474395782995
1,82,6,1.2068264174153553
1,82,7,1.7164783536212167
1,82,8,1.5944309543773638
1,82,9,1.6274486824183716
1,82,10,1.5568208769853846
1,82,11,1.3064669644451834
1,82,12,1.688948414323683
1,82,13,1.2829543188968942
1,82,14,1.9514383314987174
1,82,15,1.3977628023230058
1,83,1,1.6085503646041373
1,83,2,1.2133020108402568
1,83,3,1.1897306736880557
1,83,4,1.2853795404514357
1,83,5,1.2355171987681481
1,83,6,0.9453545656853442
1,83,7,1.234358216832841
1,83,8,1.6340288753433274
1,83,9,1.4084609864829076
1,83,10,1.2188101992252263
1,83,11,1.0947517438187047
1,83,12,1.2940101978751768
1,83,13,1.3858959695397617
1,83,14,1.2598928022366709
1,83,15,1.5143273610615706
1,84,1,1.3078747244539994
1,84,2,1.5262465046537386
1,84,3,1.9862716467185544
1,84,4,1.8845223072337756
1,84,5,1.5692431921053516
1,84,6,2.2143743259975355
1,84,7,1.2366156677420885
1,84,8,1.5447969527437917
1,84,9,1.1894865397011067
1,84,10,1.831056982385391
1,84,11,1.4200628821718675
1,84,12,1.2365007109527226
1,84,13,1.121178530967509
1,84,14,1.6749266051364518
1,84,15,1.504579411345572
1,85,1,1.9051311378932287
1,85,2,2.0253789343762456
1,85,3,1.5314365861133596
1,85,4,1.4610744274769256
1,85,5,1.7637460409266668
1,85,6,1.4984311930136636
1,85,7,1.0215299940323925
1,85,8,1.4625034746373167
1,85,9,1.3541251965180678
1,85,10,1.7612221600600957
1,85,11,2.1341937789863787
1,85,12,1.3081712956399731
1,85,13,1.5497007845659552
1,85,14,2.010021303297326
1,85,15,1.6200348973678678
1,86,1,1.926656543392143
1,86,2,1.4047049050693154
1,86,3,1.8392267142112195
1,86,4,2.0039813299524805
1,86,5,1.3484082786754483
1,86,6,1.4049361232207866
1,86,7,1.6826583916985125
1,86,8,1.462970899971211
1,86,9,1.809595186218854
1,86,10,1.4793778873623953
1,86,11,1.5963755932519348
1,86,12,0.9225315721362926
1,86,13,0.9329151740173935
1,86,14,2.0697129975951274
1,86,15,1.3637376237512302
1,87,1,1.8302869046621302
1,87,2,1.4903659590985099
1,87,3,0.6732721447637554
1,87,4,1.1677216172663152
1,87,5,1.531586999177927
1,87,6,1.579673911399152
1,87,7,1.5079738279562842
1,87,8,1.6269611342054169
1,87,9,2.0157000899051267
1,87,10,1.9982685733789067
1,87,11,2.2073197361103274
1,87,12,1.7192455556786825
1,87,13,1.486782086616893
1,87,14,2.008389721851014
1,87,15,1.3178254269093552
1,88,1,1.577488418688465
1,88,2,2.016765287115762
1,88,3,2.124703943909665
1,88,4,1.5531291131605123
1,88,5,1.8424024996462616
1,88,6,2.221522105388604
1,88,7,1.8859077707303031
1,88,8,1.853702391876558
1,88,9,2.0995995644602976
1,88,10,1.6168915088466178
1,88,11,1.24810328967543
1,88,12,1.335678059260301
1,88,13,1.2874348769772035
1,88,14,1.2227224626738113
1,88,15,1.8425356200993426
1,89,1,1.7832928587226058
1,89,2,1.4360847929827707
1,89,3,1.3931302700411765
1,89,4,1.4567503793703913
1,89,5,1.387550883824049
1,89,6,1.270656164664627
1,89,7,1.6122656377900064
1,89,8,1.1869944788531877
1,89,9,2.242368278993514
1,89,10,1.380994164474932
1,89,11,1.8990315729758966
1,89,12,1.5621759963484882
1,89,13,1.71196542764128
1,89,14,1.3613794503373382
1,89,15,1.2422694857691479
1,90,1,1.9674764877614628
1,90,2,1.7042962171508584
1,90,3,1.5666434149748691
1,90,4,1.7703678849121143
1,90,5,1.8959950232046614
1,90,6,1.977080304832135
1,90,7,2.0876837164028306
1,90,8,1.9933595432547677
1,90,9,1.9231179095308741
1,90,10,1.3747277443121104
1,90,11,1.957554750740491
1,90,12,1.5251495073709098
1,90,13,1.6237365276910622
1,90,14,1.570945997420748
1,90,15,1.0567266289265118
1,91,1,1.7271200602758736
1,91,2,1.341073548026406
1,91,3,1.467820070446392
1,91,4,2.019784867000713
1,91,5,1.572094193544053
1,91,6,1.7788203199242434
1,91,7,1.4536576944462003
1,91,8,1.1672751555822567
1,91,9,1.644893418477466
1,91,10,1.870263183111143
1,91,11,1.498160917643678
1,91,12,1.2645531282616118
1,91,13,1.728355973712234
1,91,14,1.7468801695951788
1,91,15,1.7003675881408298
1,92,1,1.3356296471880025
1,92,2,1.690406243438866
1,92,3,1.4629294350181568
1,92,4,1.4352855023973363
1,92,5,1.718958258117075
1,92,6,2.4520437208816883
1,92,7,3.7033769095895654
1,92,8,1.3769983136309778
1,92,9,1.7320403493828256
1,92,10,0.9111670363383013
1,92,11,1.4433768608881992
1,92,12,1.4455401965247798
1,92,13,1.4774856823493243
1,92,14,1.5519813796380173
1,92,15,1.0275900621287732
1,93,1,1.9053083224474707
1,93,2,1.216257316512532
1,93,3,1.2679261021310668
1,93,4,1.6302399389991384
1,93,5,1.7998130400706347
1,93,6,1.137613593374184
1,93,7,1.6862785027716165
1,93,8,1.2606520261729166
1,93,9,1.723235710294925
1,93,10,2.051035200521156
1,93,11,1.702076011840479
1,93,12,1.6712076191626903
1,93,13,1.5203223329555806
1,93,14,1.5783333424799522
1,93,15,1.3507016335768107
1,94,1,1.7959569252958298
1,94,2,2.0084732718143194
1,94,3,1.4653627924798618
1,94,4,1.185126872368586
1,94,5,1.4468278132433752
1,94,6,1.718168632508892
1,94,7,1.3549972321354768
1,94,8,1.6242956357289342
1,94,9,1.2771848593416133
1,94,10,1.1686539445093553
1,94,11,1.7816212781864271
1,94,12,1.3808722986853272
1,94,13,1.3278719120003954
1,94,14,1.8138629715468269
1,94,15,1.7238329643137424
1,95,1,1.2198738190423033
1,95,2,1.993459844549256
1,95,3,1.2240872367431157
1,95,4,1.6715403707838403
1,95,5,0.7308376936459194
1,95,6,1.0809431522909785
1,95,7,1.2478670564532688
1,95,8,1.2945876383862145
1,95,9,0.9033139996353973
1,95,10,1.7454273876508855
1,95,11,1.5597880845419003
1,95,12,1.6259436969089802
1,95,13,1.417590245150228
1,95,14,1.4341234925870026
1,95,15,0.9240178279950624
1,96,1,1.7449694103152404
1,96,2,1.3298637296780913
1,96,3,0.7325820720251289
1,96,4,1.5985751032472222
1,96,5,1.6518390590483685
1,96,6,1.3986788953085552
1,96,7,1.6520466997852372
1,96,8,1.1191193584604158
1,96,9,1.4098342873863854
1,96,10,1.5149686277021952
1,96,11,1.7058869822733116
1,96,12,1.3717045914925305
1,96,13,0.9937305779186333
1,96,14,1.769203795628425
1,96,15,1.5413632625367524
1,97,1,1.7372390768325223
1,97,2,1.7893835826404405
1,97,3,1.475726638205616
1,97,4,1.5758937158302233
1,97,5,1.322820277507275
1,97,6,1.8989765563683736
1,97,7,1.5820930205063162
1,97,8,1.5858012921444529
1,97,9,1.2105281689668794
1,97,10,1.1249221905533822
1,97,11,1.5221359835313764
1,97,12,1.4274842776607892
1,97,13,1.7139148498210706
1,97,14,1.0237774470379222
1,97,15,1.3251345777702443
1,98,1,1.7321633186872283
1,98,2,1.1942779112234208
1,98,3,0.9202768959054667
1,98,4,1.401371858099793
1,98,5,1.1313022919352707
1,98,6,1.271177708010495
1,98,7,1.06726964862721
1,98,8,0.8077905910597454
1,98,9,1.4750474336128268
1,98,10,1.0706845764651638
1,98,11,1.8172697282336296
1,98,12,1.4494847898171286
1,98,13,1.1705781441177376
1,98,14,1.5697007944445516
1,98,15,1.6332090496620617
1,99,1,1.312666955002403
1,99,2,1.6531448921024177
1,99,3,1.0585497843595382
1,99,4,1.6536048221123334
1,99,5,1.8866638892300127
1,99,6,1.6104323573745623
1,99,7,1.425793242725375
1,99,8,1.17647219650803
1,99,9,1.4499593292672244
1,99,10,1.6459815785432284
1,99,11,1.6009240152700275
1,99,12,1.4251599943181592
1,99,13,1.6466302061766436
1,99,14,1.9564120217211374
1,99,15,1.6778861341394276
1,100,1,1.5441208864871954
1,100,2,1.3287535529622045
1,100,3,1.3672340509002514
1,100,4,1.8224928874337942
1,100,5,1.8313797257505557
1,100,6,2.1245416854198553
1,100,7,1.4775753285813298
1,100,8,1.6321680419226277
1,100,9,1.150424436354458
1,100,10,1.5042080509948752
1,100,11,1.4401082812542831
1,100,12,1.6321793224024999
1,100,13,1.6648546680385659
1,100,14,0.9838513926972715
1,100,15,1.3824385398982246
1,101,1,1.607650568444448
1,101,2,1.4527122654136713
1,101,3,1.231632104148418
1,101,4,1.4241469581800117
1,101,5,1.8063462145734885
1,101,6,1.5720853646121118
1,101,7,1.336774014565106
1,101,8,1.7347921698063524
1,101,9,1.5678428935624051
1,101,10,1.6486126731975355
1,101,11,1.573416401769119
1,101,12,1.495237237305707
1,101,13,1.5719944752565982
1,101,14,1.4449686608177628
1,101,15,1.8258465841178622
1,102,1,0.8733102025802865
1,102,2,1.4491882094133217
1,102,3,1.5581790261612158
1,102,4,1.168107047644966
1,102,5,1.5226144666078743
1,102,6,1.2108442600397384
1,102,7,1.4265541722845645
1,102,8,1.5187350548359042
1,102,9,1.3933572767844804
1,102,10,1.653397197077737
1,102,11,1.636594467467697
1,102,12,1.5773789704788785
1,102,13,1.7613619754000676
1,102,14,1.6558324807646045
1,102,15,2.2564491577193695
1,103,1,1.3001742178744249
1,103,2,1.3592282716787671
1,103,3,1.908547493766103
1,103,4,1.366200334988807
1,103,5,1.209564024849731
1,103,6,2.0194148762137423
1,103,7,1.3622929485207178
1,103,8,1.0054422762165018
1,103,9,0.8872880555511372
1,103,10,1.3302348930562082
1,103,11,1.3319305419472796
1,103,12,1.4167143013234098
1,103,13,1.6003896680365055
1,103,14,2.2447172818831578
1,103,15,1.8268803709164703
1,104,1,1.6884663747081807
1,104,2,1.7149214607534011
1,104,3,1.8763397779592574
1,104,4,1.820381775305474
1,104,5,1.7168412995525888
1,104,6,1.3141972197673513
1,104,7,1.2052040873063041
1,104,8,1.5058917650709747
1,104,9,0.8238967156048737
1,104,10,1.3170188074331888
1,104,11,1.3026351440367032
1,104,12,1.012557446142952
1,104,13,1.8392342225628906
1,104,14,1.7623035891821641
1,104,15,1.5124819415821638
1,105,1,1.1073175272780427
1,105,2,1.8728497392423593
1,105,3,2.280538158928398
1,105,4,1.73882166458759
1,105,5,1.7690966574225453
1,105,6,0.8765412850182497
1,105,7,1.4128178284344324
1,105,8,0.7490981306137581
1,105,9,1.5852685440264076
1,105,10,1.805339067487628
1,105,11,1.462445495498365
1,105,12,1.0052206574663474
1,105,13,1.466353814434983
1,105,14,2.150995397142151
1,105,15,1.8786040538793853
1,106,1,2.120012053951855
1,106,2,1.4405408739355703
1,106,3,1.4900120904345016
1,106,4,1.3538891449666857
1,106,5,1.2274553222149054
1,106,6,2.003507285682693
1,106,7,1.635221245274223
1,106,8,1.4968926383508314
1,106,9,2.075270622206106
1,106,10,0.9570164271480697
1,106,11,1.2555583298914148
1,106,12,1.2490942659154918
1,106,13,1.49169806112289
1,106,14,1.6558407335266936
1,106,15,1.0060963693224738
1,107,1,0.6715101445521687
1,107,2,1.36591242833686
1,107,3,1.131462458092521
1,107,4,1.6531579297611967
1,107,5,1.6159999760656376
1,107,6,1.7159247378993638
1,107,7,1.289740045147183
1,107,8,0.6899995794047025
1,107,9,1.0621709424031458
1,107,10,2.2000135778843855
1,107,11,1.8165612979631078
1,107,12,0.8897141586138619
1,107,13,1.0390375324128525
1,107,14,1.4809509600391602
1,107,15,1.6861750872694614
1,108,1,1.1930070956783787
1,108,2,1.8588673135091265
1,108,3,1.6493520816951297
1,108,4,1.5843461052167447
1,108,5,1.473268481423915
1,108,6,1.2637465557020586
1,108,7,1.5681195288702539
1,108,8,1.584520131916196
1,108,9,1.5914446398582505
1,108,10,0.9373491498368649
1,108,11,1.5487596120703055
1,108,12,1.2285451017612703
1,108,13,2.553068158737945
1,108,14,1.5503983924041935
1,108,15,1.1657599047460103
1,109,1,1.2421847741240837
1,109,2,1.7196970174986799
1,109,3,1.5321852412507864
1,109,4,1.4782939668131414
1,109,5,1.6015992385508866
1,109,6,1.1547456038688377
1,109,7,1.5311448236700171
1,109,8,1.7445351127714004
1,109,9,1.564647011720924
1,109,10,1.5651368653774795
1,109,11,1.6284643837741941
1,109,12,1.3696768920563802
1,109,13,1.8521995239737035
1,109,14,1.0626596223988025
1,109,15,1.5905099380230439
1,110,1,0.9697017586419818
1,110,2,1.4155770309270919
1,110,3,1.7410199247129448
1,110,4,1.6725877291635005
1,110,5,1.8942306264787403
1,110,6,1.926993259969131
1,110,7,1.7079193121670366
1,110,8,1.5181416013057878
1,110,9,1.6016665997196742
1,110,10,1.6949206865760618
1,110,11,1.2950541066337207
1,110,12,1.6186563415601143
1,110,13,1.626928671940396
1,110,14,0.965964985510611
1,110,15,1.1192283464523212
1,111,1,1.528968361956929
1,111,2,2.0613172487288627
1,111,3,1.5901604927449402
1,111,4,1.411951733385949
1,111,5,1.388664201853135
1,111,6,1.0224987843715236
1,111,7,0.9448478106546719
1,111,8,1.298943976150399
1,111,9,1.434215513586235
1,111,10,2.3773364558733223
1,111,11,1.5985274601163073
1,111,12,1.4861091772891108
1,111,13,1.1768538304667295
1,111,14,0.9368092115612418
1,111,15,1.1086531493252976
1,112,1,1.5351620493120088
1,112,2,1.603371060165819
1,112,3,1.594660495030259
1,112,4,2.107785448672374
1,112,5,1.5101510236816593
1,112,6,1.2985972836206134
1,112,7,1.531174536710788
1,112,8,1.4686600039050073
1,112,9,1.9839393343920395
1,112,10,1.5867955185525495
1,112,11,2.434175650699274
1,112,12,1.552105779073626
1,112,13,1.1810303024782256
1,112,14,1.055594908695055
1,112,15,0.9522000268139957
1,113,1,1.062040958902089
1,113,2,1.1785341218711733
1,113,3,1.531236495127636
1,113,4,1.360785584528934
1,113,5,1.1981111069314723
1,113,6,1.6713238244321929
1,113,7,1.7719206136356458
1,113,8,1.872154625065545
1,113,9,1.1057144950809878
1,113,10,1.4438072113446923
1,113,11,1.629612484081144
1,113,12,1.6094000807759279
1,113,13,1.211430586336436
1,113,14,1.3140081133784227
1,113,15,1.4795687533669353
1,114,1,1.8965892257676378
1,114,2,1.5511902433167393
1,114,3,0.9987153714779229
1,114,4,1.5925647886021468
1,114,5,1.33462482295204
1,114,6,1.6293372551461034
1,114,7,1.6307085832740142
1,114,8,1.4453972268368191
1,114,9,1.5100795354671777
1,114,10,1.9476070872059277
1,114,11,1.5139075956824917
1,114,12,1.70043640623727
1,114,13,1.7007011411878832
1,114,14,1.523161762158598
1,114,15,1.3555324566621192
1,115,1,1.6167391200864694
1,115,2,1.1810828267318427
1,115,3,1.8356657230970757
1,115,4,1.7873980206981426
1,115,5,1.6923764763446987
1,115,6,1.216381500766275
1,115,7,1.7617758749548604
1,115,8,1.5556873888866858
1,115,9,1.685661993506803
1,115,10,1.6531479208854016
1,115,11,1.3113168131946042
1,115,12,2.0458581865841707
1,115,13,1.6049354345523597
1,115,14,1.8286159797395751
1,115,15,1.2510438937011064
1,116,1,1.379400310996038
1,116,2,1.4503601271321176
1,116,3,1.8899013493320855
1,116,4,1.7697999386869667
1,116,5,1.8620379493539916
1,116,6,1.5321167301795968
1,116,7,1.6812924789826105
1,116,8,1.7200290149596156
1,116,9,1.7404492084590455
1,116,10,1.2823438752504246
1,116,11,1.5948718370528296
1,116,12,1.5457412978445753
1,116,13,1.5246258219376048
1,116,14,1.5570456956155014
1,116,15,1.5355289002894343
1,117,1,1.7610512273030448
1,117,2,1.5071418555103637
1,117,3,1.9421329829051837
1,117,4,1.5725682026472005
1,117,5,0.9062756693754017
1,117,6,0.9440369728756183
1,117,7,1.2155317293643888
1,117,8,0.8515467361172532
1,117,9,1.323696426343937
1,117,10,1.460377342861759
1,117,11,1.43015137276515
1,117,12,1.4451306629148863
1,117,13,1.4568465086581333
1,117,14,1.5849368209372219
1,117,15,1.5402451599845755
1,118,1,1.841742975432723
1,118,2,1.240985678922271
1,118,3,1.3252652484394067
1,118,4,1.1523019364447
1,118,5,1.6329216443179253
1,118,6,1.6942953240492797
1,118,7,1.5795242830275529
1,118,8,1.8625789663229106
1,118,9,1.630629574090789
1,118,10,0.9754830994691248
1,118,11,1.8683119975559757
1,118,12,0.7537881441988638
1,118,13,1.137273507759517
1,118,14,1.4045688598405353
1,118,15,1.6482139825285882
1,119,1,1.6887420652604634
1,119,2,1.370356160989248
1,119,3,1.4724815798213986
1,119,4,1.4295182272408453
1,119,5,1.9517962111727827
1,119,6,1.470952125677238
1,119,7,1.5881989281985527
1,119,8,1.6041239292531306
1,119,9,1.7567699173243163
1,119,10,1.546934170741204
1,119,11,1.670282006387403
1,119,12,1.3954464736610397
1,119,13,1.7286941417894428
1,119,14,1.5064675317078529
1,119,15,1.53307813976801
1,120,1,1.2640735299752341
1,120,2,1.4211024964905616
1,120,3,1.2014661812696301
1,120,4,1.7920007444161863
1,120,5,1.8634869755408772
1,120,6,1.9999691360653413
1,120,7,1.5805577628384113
1,120,8,1.4240646953280494
1,120,9,1.6469029281702348
1,120,10,1.3668023294286211
1,120,11,1.661122235055268
1,120,12,0.9571112555336996
1,120,13,1.355019356548371
1,120,14,1.5718830284105363
1,120,15,1.2160059295973535
1,121,1,1.049214029652431
1,121,2,1.424062783218345
1,121,3,1.4589030453782708
1,121,4,1.3647285589893876
1,121,5,0.8251778105522554
1,121,6,2.2590652187962044
1,121,7,1.5947286847519513
1,121,8,1.5253674106072024
1,121,9,1.253047794362989
1,121,10,1.8011281349909338
1,121,11,1.4448518272071709
1,121,12,1.2579288617322493
1,121,13,1.4353649483847435
1,121,14,2.2582856075425535
1,121,15,1.2442610721165899
1,122,1,1.6121462807671867
1,122,2,1.8481702925731895
1,122,3,1.4884498677172384
1,122,4,1.6825585291296552
1,122,5,1.4301741370177201
1,122,6,1.2351084540166042
1,122,7,1.5306667624444208
1,122,8,1.2087130640970427
1,122,9,1.7928084028718858
1,122,10,1.914207949371814
1,122,11,1.6553350665205497
1,122,12,1.4671655408347486
1,122,13,1.3797290669073323
1,122,14,0.9235945157628694
1,122,15,1.6401074697136833
1,123,1,1.0344599150050398
1,123,2,1.270586073463384
1,123,3,1.0485887834697671
1,123,4,1.629328764952712
1,123,5,1.2229318363324104
1,123,6,1.376136575791242
1,123,7,1.173324426276834
1,123,8,1.6197147204598714
1,123,9,1.6631348571052949
1,123,10,1.4765231800654428
1,123,11,1.2853537009618228
1,123,12,1.1137296400518593
1,123,13,1.5980961428350537
1,123,14,1.40666007390065
1,123,15,1.4832099095157958
1,124,1,1.6777001484485465
1,124,2,1.8159581701302667
1,124,3,1.2943213697209734
1,124,4,1.5929661682350544
1,124,5,1.5067770036985517
1,124,6,1.0890191065976345
1,124,7,1.5077695649320948
1,124,8,1.7245447519831418
1,124,9,1.4006515831579698
1,124,10,1.197489580664838
1,124,11,1.9506463679997068
1,124,12,1.3082410944506493
1,124,13,1.8353669038004048
1,124,14,1.7380317261303178
1,124,15,1.513080509968703
1,125,1,1.5836598469446452
1,125,2,1.0034544306407491
1,125,3,1.3713185643105925
1,125,4,1.3692705724261198
1,125,5,2.0012485117287193
1,125,6,1.4453613151533524
1,125,7,1.3734339975782082
1,125,8,1.775195004283053
1,125,9,1.6326168957105796
1,125,10,1.1832913357826764
1,125,11,2.005481893381065
1,125,12,1.0468782300732256
1,125,13,1.470472622547235
